date,name,start_time,end_time
2025-01-12,Emerson Adams,,6002
2025-01-07,Casey Nguyen,14968,19866
2025-01-19,Elliot Kim,14668,17887
2025-01-20,Hayden Adams,20640,26139
2025-01-06,Micah Baker,15685,16825
2025-01-19,Payton Baker,31972,36655
2025-01-23,Casey Nguyen,20336,21257
2025-01-27,Drew Diaz,23584,24433
2025-01-10,Kendall Johnson,15642,19729
2025-01-23,Harper Garcia,21658,22747
2025-01-06,Sam Diaz,26122,28664
2025-01-11,Elliot Adams,15690,17070
2025-01-26,Rowan Ingram,14099,15063
2025-01-28,Jesse Edwards,13842,15012
2025-01-02,Finley Edwards,23579,28874
2025-01-07,Jesse Diaz,22483,29085
2025-01-25,Finley Hughes,22718,28030
2025-01-19,Reese Foster,23043,24280
2025-01-08,Cameron Adams,16307,19880
2025-01-17,Finley Baker,28718,29942
2025-01-14,Bailey Hughes,14746,16498
2025-01-29,Hayden Campbell,18158,20738
2025-01-19,Skyler Campbell,14405,20794
2025-01-23,Logan Garcia,15787,21525
2025-01-21,Reese Edwards,14135,15972
2025-01-22,Alex Campbell,22295,31207
2025-01-30,Quinn Diaz,78103,
2025-01-26,Elliot Lewis,14927,20112
2025-01-08,Bailey Garcia,15493,22765
2025-01-07,Avery Chen,15881,23941
2025-01-13,Sage Lewis,16798,21475
2025-01-12,Sam Diaz,77270,
2025-01-10,Shawn Lewis,25529,30226
2025-01-30,Alex Diaz,15100,18878
2025-01-03,Shawn Ingram,13892,15616
2025-01-01,Harper Ingram,15532,17661
2025-01-05,Elliot Kim,23948,29204
2025-01-10,Finley Baker,26487,32890
2025-01-11,Sage Garcia,13548,14612
2025-01-19,Jesse Campbell,19586,20977
2025-01-09,Jesse Foster,15670,17528
2025-01-03,Bailey Adams,16146,18776
2025-01-26,Reese Garcia,22481,24627
2025-01-05,Elliot Campbell,18339,25569
2025-01-02,Reese Foster,15182,16474
2025-01-19,Jesse Hughes,35554,41513
2025-01-11,Kai Diaz,23697,26186
2025-01-10,Hayden Campbell,17223,19416
2025-01-28,Jesse Foster,16414,20436
2025-01-14,Kai Johnson,16458,22497
2025-01-25,Casey Nguyen,65760,71280
2025-01-04,Kai Diaz,22685,25301
2025-01-18,Skyler Foster,25617,32716
2025-01-27,Avery Chen,12713,21009
2025-01-12,Micah Kim,16723,23764
2025-01-25,Jordan Patel,21161,26870
2025-01-31,Harper Baker,24173,28122
2025-01-09,Harper Ingram,15771,20895
2025-01-14,Harper Diaz,20901,23336
2025-01-27,Kai Baker,23676,25368
2025-01-29,Jamie Martinez,24644,27378
2025-01-07,Sage Adams,15054,18285
2025-01-17,Taylor Brooks,22956,24127
2025-01-18,Carol Williams,14782,23451
2025-01-17,Skyler Edwards,26819,34543
2025-01-08,Cameron Ingram,15478,22872
2025-01-21,Elliot Adams,15579,18372
2025-01-15,Kendall Johnson,14435,18791
2025-01-16,Reese Baker,15745,22747
2025-01-25,Jesse Diaz,25664,32886
2025-01-28,Hayden Campbell,32488,38594
2025-01-31,Logan Campbell,18167,24866
2025-01-08,Cameron Ingram,32464,36900
2025-01-14,Reese Edwards,12879,16744
2025-01-02,Rowan Ingram,13516,20120
2025-01-17,Kendall Johnson,12478,16457
2025-01-20,Casey Nguyen,15036,17183
2025-01-14,Cameron Baker,13754,19672
2025-01-16,Sam Garcia,25809,32904
2025-01-14,Kendall Baker,83035,
2025-01-31,Cameron Ingram,,858
2025-01-03,Jesse Foster,,1379
2025-01-23,Bailey Foster,24214,26913
2025-01-07,Bailey Foster,24609,28491
2025-01-04,Bailey Garcia,13576,16267
2025-01-02,Skyler Edwards,,7744
2025-01-20,Quinn Lewis,13615,20489
2025-01-20,Kai Hughes,14190,17242
2025-01-08,Bailey Adams,13967,18768
2025-01-25,Jesse Campbell,29403,34867
2025-01-27,Micah Kim,13442,14487
2025-01-21,Bailey Hughes,15662,22556
2025-01-07,Jesse Hughes,21990,23703
2025-01-23,Cameron Garcia,27919,28642
2025-01-16,Harper Diaz,13178,15962
2025-01-28,Sage Adams,21634,25961
2025-01-09,Logan Diaz,21002,23593
2025-01-15,Emerson Ingram,22209,28909
2025-01-09,Dakota Adams,20352,25431
2025-01-29,Bailey Foster,15884,22679
2025-01-27,Micah Baker,14899,21512
2025-01-17,Micah Johnson,16992,19895
2025-01-22,Harper Garcia,19264,23500
2025-01-30,Kai Johnson,16162,19105
2025-01-28,Cameron Adams,14681,23517
2025-01-18,Hayden Ingram,15794,23600
2025-01-20,Emerson Adams,14552,19509
2025-01-25,Sam Foster,13243,14604
2025-01-12,Casey Nguyen,21794,23752
2025-01-27,Hayden Adams,24612,26877
2025-01-23,Shawn Kim,13350,16975
2025-01-22,Sage Baker,14561,16063
2025-01-13,Jamie Martinez,24160,32847
2025-01-01,Bailey Garcia,14938,23739
2025-01-20,Bailey Johnson,21097,28695
2025-01-21,Shawn Ingram,27973,31345
2025-01-17,Hayden Diaz,26099,32963
2025-01-01,Jesse Edwards,16302,24280
2025-01-25,Payton Baker,13270,18415
2025-01-03,Reese Baker,16606,24940
2025-01-13,Reese Edwards,31664,32634
2025-01-13,Riley Thompson,11201,14189
2025-01-19,Riley Thompson,22134,26648
2025-01-19,Jesse Hughes,17270,22237
2025-01-06,Harper Diaz,83150,
2025-01-18,Harper Lewis,16458,20389
2025-01-02,Drew Diaz,18144,21185
2025-01-24,Cameron Ingram,14716,19019
2025-01-11,Skyler Edwards,24390,25817
2025-01-08,Quinn Campbell,16087,24940
2025-01-09,Avery Chen,14374,15245
2025-01-02,Quinn Edwards,13391,22316
2025-01-21,Bailey Garcia,26816,35754
2025-01-10,Shawn Johnson,14409,20374
2025-01-25,Jesse Kim,34332,42947
2025-01-01,Avery Chen,13272,21794
2025-01-05,Reese Garcia,16040,21291
2025-01-09,Emerson Johnson,27717,34882
2025-01-02,Skyler Edwards,27086,30236
2025-01-24,Jamie Martinez,20720,25923
2025-01-06,Bailey Foster,14334,21442
2025-01-22,Bailey Campbell,19978,27151
2025-01-21,Harper Lewis,14181,16781
2025-01-16,Sage Garcia,25339,26968
2025-01-27,Elliot Kim,14745,18129
2025-01-11,Sage Lewis,20400,23550
2025-01-06,Cameron Garcia,17696,23800
2025-01-05,Reese Foster,15413,18523
2025-01-02,Bailey Hughes,15583,16981
2025-01-19,Shawn Lewis,15003,19925
2025-01-17,Drew Edwards,15058,22955
2025-01-14,Hayden Foster,27337,30143
2025-01-04,Elliot Adams,25983,32909
2025-01-02,Payton Ingram,26058,32870
2025-01-28,Emerson Foster,13995,19065
2025-01-28,Elliot Ingram,19835,26741
2025-01-17,Harper Baker,17347,22187
2025-01-01,Quinn Edwards,76594,
2025-01-12,Rowan Garcia,20514,26035
2025-01-24,Sage Adams,12275,17748
2025-01-24,Bailey Edwards,17362,25210
2025-01-22,Micah Kim,21926,25967
2025-01-17,Morgan Rivera,15796,24491
2025-01-20,Cameron Baker,27672,29015
2025-01-15,Payton Adams,12051,17256
2025-01-13,Jesse Foster,17801,21879
2025-01-12,Skyler Foster,15146,19322
2025-01-27,Bailey Garcia,23921,25104
2025-01-14,Bailey Edwards,77155,
2025-01-17,Jesse Foster,23280,26522
2025-01-20,Sage Adams,18433,22764
2025-01-12,Reese Foster,14270,22570
2025-01-03,Elliot Lewis,13841,17627
2025-01-28,Jesse Hughes,30713,34391
2025-01-07,Cameron Lewis,19283,22513
2025-01-10,Quinn Lewis,26736,27571
2025-01-18,Sage Foster,13877,21618
2025-01-04,Harper Diaz,23585,27547
2025-01-26,Sage Adams,11407,14301
2025-01-23,Elliot Garcia,23241,26909
2025-01-11,Hayden Adams,22577,23787
2025-01-14,Kai Baker,77356,
2025-01-04,Drew Edwards,12516,14524
2025-01-29,Finley Baker,13043,19710
2025-01-10,Dakota Adams,21741,23359
2025-01-19,Jesse Edwards,13612,21163
2025-01-24,Kendall Johnson,21915,29370
2025-01-20,Hayden Garcia,20692,28402
2025-01-09,Drew Diaz,24597,27539
2025-01-07,Cameron Hughes,16796,25735
2025-01-15,Micah Baker,17377,19742
2025-01-12,Shawn Ingram,22699,29896
2025-01-06,Shawn Edwards,25199,31849
2025-01-11,Skyler Foster,24124,27800
2025-01-11,Cameron Hughes,17359,24543
2025-01-21,Finley Edwards,16764,17587
2025-01-28,Kai Campbell,14378,21937
2025-01-31,Quinn Foster,27682,29693
2025-01-20,Drew Lewis,37053,40030
2025-01-21,Quinn Edwards,13179,18979
2025-01-22,Cameron Adams,27368,31893
2025-01-03,Micah Baker,25243,33313
2025-01-06,Dakota Adams,25358,30816
2025-01-26,Jesse Kim,13887,22639
2025-01-18,Shawn Edwards,17392,19525
2025-01-16,Cameron Adams,24362,29701
2025-01-31,Quinn Lewis,27084,30767
2025-01-16,Cameron Lewis,21980,25318
2025-01-06,Jesse Campbell,15685,20268
2025-01-04,Finley Baker,15953,20280
2025-01-18,Logan Garcia,15793,24147
2025-01-03,Alex Diaz,11739,18472
2025-01-19,Alex Hughes,24788,30551
2025-01-31,Emerson Kim,15772,19758
2025-01-08,Harper Baker,78769,
2025-01-23,Skyler Edwards,20902,27409
2025-01-07,Payton Baker,16607,18383
2025-01-03,Sam Diaz,19144,26757
2025-01-11,Quinn Diaz,17362,21125
2025-01-07,Sam Diaz,13125,21333
2025-01-14,Morgan Rivera,17394,22642
2025-01-20,Kai Campbell,14715,19929
2025-01-03,Emerson Kim,19297,27078
2025-01-16,Alex Diaz,18872,25165
2025-01-02,Kai Campbell,14789,16128
2025-01-15,Hayden Garcia,22724,27527
2025-01-01,Harper Diaz,16016,18409
2025-01-27,Bailey Adams,15380,21131
2025-01-14,Micah Johnson,14355,21997
2025-01-13,Sam Foster,21733,29456
2025-01-30,Sam Garcia,12049,14218
2025-01-14,Elliot Adams,19096,22787
2025-01-21,Sam Foster,22001,23621
2025-01-16,Shawn Johnson,24577,27603
2025-01-18,Bailey Johnson,17903,20451
2025-01-24,Rowan Garcia,18305,26501
2025-01-21,Hayden Adams,19872,21379
2025-01-24,Skyler Campbell,18320,24608
2025-01-28,Carol Williams,38132,40892
2025-01-31,Bailey Foster,14144,17053
2025-01-16,Emerson Kim,15400,24256
2025-01-10,Reese Garcia,13947,14829
2025-01-20,Kai Campbell,23865,28079
2025-01-27,Hayden Foster,16431,19818
2025-01-08,Alex Diaz,14714,21442
2025-01-01,Emerson Adams,17467,25859
2025-01-07,Skyler Campbell,25033,32645
2025-01-30,Jesse Kim,15139,21505
2025-01-05,Sam Adams,16411,22586
2025-01-24,Quinn Garcia,16402,23513
2025-01-20,Emerson Ingram,81951,
2025-01-29,Dakota Adams,14171,16953
2025-01-18,Reese Edwards,28534,32416
2025-01-27,Finley Edwards,15487,20524
2025-01-12,Sam Garcia,15670,21749
2025-01-05,Skyler Edwards,24424,26849
2025-01-13,Micah Johnson,14256,15152
2025-01-28,Sam Foster,23597,26658
2025-01-03,Shawn Edwards,22807,23901
2025-01-30,Logan Diaz,22105,30242
2025-01-16,Kai Diaz,21954,28555
2025-01-30,Hayden Campbell,24114,30410
2025-01-28,Bailey Adams,26056,31335
2025-01-16,Reese Foster,11778,17254
2025-01-19,Jesse Foster,20184,21549
2025-01-15,Sage Garcia,14654,15421
2025-01-01,Reese Garcia,21162,27927
2025-01-31,Kai Hughes,19013,21292
2025-01-29,Emerson Kim,15675,22812
2025-01-31,Cameron Lewis,14930,20013
2025-01-12,Shawn Johnson,,7827
2025-01-02,Quinn Baker,15025,17156
2025-01-06,Hayden Garcia,25042,32145
2025-01-11,Jesse Campbell,17645,21830
2025-01-27,Bailey Foster,19811,20792
2025-01-05,Elliot Lewis,21796,23375
2025-01-15,Rowan Edwards,16123,25047
2025-01-05,Drew Edwards,21569,27580
2025-01-23,Logan Campbell,17612,22089
2025-01-27,Jesse Kim,12918,19579
2025-01-17,Bailey Hughes,16199,17116
2025-01-21,Kai Johnson,17952,21922
2025-01-12,Bailey Adams,22622,26803
2025-01-20,Sage Baker,16988,21002
2025-01-14,Micah Adams,22587,23702
2025-01-28,Payton Lewis,28701,37285
2025-01-22,Skyler Foster,20891,22058
2025-01-15,Emerson Foster,18244,25838
2025-01-24,Dakota Adams,20165,26419
2025-01-29,Kai Kim,27964,32560
2025-01-31,Emerson Johnson,20898,27890
2025-01-02,Reese Edwards,19054,21242
2025-01-05,Harper Garcia,13199,20386
2025-01-03,Hayden Diaz,18500,19953
2025-01-11,Emerson Adams,25896,33163
2025-01-13,Quinn Diaz,,7858
2025-01-02,Kendall Johnson,21907,28413
2025-01-09,Elliot Adams,14515,18845
2025-01-09,Harper Baker,16534,20061
2025-01-21,Micah Johnson,15457,17697
2025-01-10,Elliot Campbell,14030,22931
2025-01-21,Emerson Foster,12523,13844
2025-01-09,Skyler Baker,12645,21490
2025-01-20,Jesse Kim,16242,22997
2025-01-07,Alex Lewis,33411,35245
2025-01-31,Sage Garcia,12960,18394
2025-01-06,Jesse Edwards,11217,16350
2025-01-31,Micah Johnson,24965,27426
2025-01-08,Drew Lewis,22627,25368
2025-01-24,Elliot Campbell,15614,21952
2025-01-04,Finley Hughes,15006,18984
2025-01-16,Emerson Foster,32276,39827
2025-01-22,Parker Garcia,25454,30519
2025-01-04,Carol Williams,17179,18592
2025-01-30,Hayden Garcia,14987,22027
2025-01-28,Hayden Adams,82437,
2025-01-10,Hayden Diaz,16028,22447
2025-01-31,Alex Diaz,27333,28894
2025-01-26,Micah Lewis,17062,25861
2025-01-05,Cameron Lewis,15855,18354
2025-01-14,Jesse Campbell,26250,29644
2025-01-31,Sage Lewis,20719,22458
2025-01-27,Jamie Martinez,26864,35257
2025-01-15,Shawn Lewis,14318,20918
2025-01-09,Payton Baker,27254,31291
2025-01-22,Drew Diaz,16918,23925
2025-01-30,Avery Chen,15168,17744
2025-01-26,Kai Diaz,29063,29975
2025-01-15,Hayden Campbell,28915,31826
2025-01-25,Hayden Garcia,18710,23293
2025-01-09,Jesse Edwards,14089,21415
2025-01-18,Morgan Rivera,16553,25047
2025-01-13,Rowan Ingram,12959,19936
2025-01-11,Bailey Garcia,15767,19121
2025-01-01,Quinn Diaz,16764,22865
2025-01-13,Finley Baker,22151,27711
2025-01-19,Cameron Garcia,18265,24238
2025-01-04,Quinn Baker,15179,18682
2025-01-12,Harper Garcia,11493,18470
2025-01-22,Dakota Adams,14674,15756
2025-01-05,Harper Lewis,20114,24649
2025-01-24,Micah Adams,13586,19678
2025-01-12,Micah Edwards,11750,13483
2025-01-12,Sage Lewis,15354,18664
2025-01-06,Harper Baker,13692,18538
2025-01-04,Morgan Rivera,13998,18744
2025-01-19,Kai Kim,29385,30201
2025-01-18,Jesse Kim,12618,15744
2025-01-28,Kai Campbell,23777,27423
2025-01-13,Hayden Foster,34501,37777
2025-01-19,Kai Campbell,15509,23591
2025-01-06,Payton Baker,20233,28122
2025-01-30,Drew Edwards,24184,32885
2025-01-30,Rowan Ingram,19766,23464
2025-01-25,Rowan Edwards,21404,29631
2025-01-22,Jesse Campbell,14800,20214
2025-01-31,Drew Foster,15621,20103
2025-01-17,Micah Baker,15878,19001
2025-01-31,Elliot Campbell,14528,15725
2025-01-10,Quinn Diaz,13708,22212
2025-01-07,Reese Garcia,26594,32323
2025-01-10,Shawn Ingram,33629,42556
2025-01-12,Sam Diaz,13874,22359
2025-01-16,Morgan Rivera,14319,21770
2025-01-30,Skyler Foster,32473,40817
2025-01-08,Kendall Baker,19992,21228
2025-01-04,Quinn Foster,23052,25308
2025-01-27,Alex Campbell,23893,24723
2025-01-11,Hayden Diaz,18311,26474
2025-01-04,Jesse Campbell,20817,22861
2025-01-31,Kai Campbell,14711,20631
2025-01-27,Skyler Edwards,21293,27265
2025-01-06,Kai Johnson,14385,15708
2025-01-29,Reese Garcia,16430,20000
2025-01-31,Avery Chen,25606,34200
2025-01-15,Morgan Rivera,13359,18716
2025-01-29,Reese Baker,14529,19504
2025-01-17,Logan Hughes,15704,17512
2025-01-07,Jordan Patel,25579,31196
2025-01-13,Alex Diaz,34969,38381
2025-01-16,Emerson Adams,17685,21601
2025-01-20,Cameron Lewis,17710,21905
2025-01-02,Drew Edwards,83615,
2025-01-02,Kai Hughes,15419,23269
2025-01-08,Parker Garcia,20774,24817
2025-01-26,Hayden Ingram,20471,25513
2025-01-10,Jesse Campbell,13416,19145
2025-01-06,Kai Baker,13634,21635
2025-01-28,Emerson Kim,17808,26632
2025-01-27,Morgan Rivera,16708,18100
2025-01-20,Bailey Garcia,15652,20464
2025-01-02,Morgan Rivera,26145,29594
2025-01-30,Parker Garcia,12536,13500
2025-01-04,Alex Hughes,16010,24834
2025-01-14,Alex Hughes,14749,23263
2025-01-19,Micah Edwards,14648,19217
2025-01-28,Hayden Garcia,21621,30123
2025-01-09,Parker Adams,20781,23302
2025-01-15,Cameron Baker,14634,18860
2025-01-24,Bailey Garcia,15550,19089
2025-01-31,Elliot Garcia,16657,17629
2025-01-04,Parker Garcia,13215,20447
2025-01-01,Drew Ingram,12964,14415
2025-01-25,Parker Garcia,13311,16901
2025-01-22,Bailey Hughes,14336,19875
2025-01-29,Shawn Johnson,24549,29620
2025-01-16,Harper Baker,25216,28804
2025-01-21,Bailey Johnson,15894,20250
2025-01-19,Skyler Edwards,11801,14602
2025-01-26,Micah Edwards,27298,34362
2025-01-08,Jesse Foster,15186,21726
2025-01-11,Micah Adams,13269,16034
2025-01-18,Taylor Brooks,31766,34075
2025-01-24,Jamie Martinez,14191,16469
2025-01-19,Skyler Baker,17324,21051
2025-01-07,Cameron Lewis,12152,17352
2025-01-24,Sam Foster,14760,17144
2025-01-14,Rowan Edwards,23171,25726
2025-01-11,Alex Lewis,15595,16437
2025-01-02,Cameron Hughes,19350,25615
2025-01-05,Hayden Garcia,23362,25358
2025-01-19,Taylor Brooks,14971,20622
2025-01-11,Shawn Johnson,13939,18482
2025-01-21,Kai Baker,15613,18261
2025-01-06,Sam Garcia,13463,18518
2025-01-15,Bailey Garcia,23835,29298
2025-01-02,Taylor Brooks,84680,
2025-01-27,Skyler Baker,15791,17504
2025-01-11,Micah Johnson,14034,22551
2025-01-01,Logan Hughes,19146,27357
2025-01-07,Rowan Edwards,16254,22920
2025-01-28,Kai Kim,14430,17248
2025-01-21,Quinn Campbell,20974,25019
2025-01-27,Shawn Johnson,25127,28748
2025-01-08,Rowan Ingram,20914,29133
2025-01-05,Jesse Kim,23601,26046
2025-01-30,Hayden Garcia,24120,25683
2025-01-28,Micah Johnson,16838,18980
2025-01-04,Emerson Johnson,15912,24470
2025-01-02,Rowan Ingram,,5066
2025-01-25,Quinn Edwards,16630,20556
2025-01-07,Quinn Lewis,15547,17117
2025-01-06,Hayden Campbell,16418,19347
2025-01-05,Cameron Garcia,15101,17631
2025-01-08,Kai Hughes,18690,21253
2025-01-12,Reese Edwards,17193,25510
2025-01-27,Cameron Baker,12537,16614
2025-01-01,Logan Garcia,13557,14886
2025-01-13,Bailey Campbell,21698,30636
2025-01-15,Quinn Diaz,15345,20433
2025-01-27,Jesse Kim,22245,23909
2025-01-02,Emerson Adams,15645,19275
2025-01-25,Logan Garcia,23811,27301
2025-01-25,Bailey Foster,25315,30573
2025-01-02,Micah Lewis,12402,15377
2025-01-24,Reese Garcia,16580,21774
2025-01-18,Emerson Johnson,16805,19850
2025-01-06,Elliot Lewis,25369,27844
2025-01-24,Hayden Ingram,25115,27772
2025-01-01,Casey Nguyen,25402,27043
2025-01-12,Parker Adams,15486,23307
2025-01-11,Kai Diaz,14113,22134
2025-01-13,Kendall Baker,25207,31118
2025-01-21,Jesse Kim,14941,16931
2025-01-19,Casey Nguyen,11486,16855
2025-01-31,Cameron Baker,14290,20781
2025-01-13,Quinn Lewis,25780,29841
2025-01-19,Kai Johnson,82280,
2025-01-21,Kai Campbell,13604,20005
2025-01-12,Rowan Edwards,14781,15534
2025-01-03,Reese Garcia,25280,29178
2025-01-29,Emerson Ingram,20352,21461
2025-01-18,Emerson Johnson,21300,27500
2025-01-27,Harper Diaz,18425,25732
2025-01-19,Drew Foster,21987,25044
2025-01-03,Kendall Baker,16309,19393
2025-01-15,Reese Baker,14725,20624
2025-01-30,Emerson Ingram,22452,28522
2025-01-01,Rowan Garcia,15685,18616
2025-01-16,Elliot Ingram,19341,20800
2025-01-02,Skyler Edwards,21312,22624
2025-01-31,Drew Diaz,14687,15488
2025-01-13,Hayden Campbell,14373,18793
2025-01-03,Cameron Adams,16153,23394
2025-01-11,Kendall Johnson,25474,34202
2025-01-29,Elliot Ingram,13423,18404
2025-01-28,Elliot Ingram,79172,
2025-01-20,Micah Baker,13702,19067
2025-01-26,Payton Ingram,17409,23553
2025-01-12,Reese Baker,15610,17472
2025-01-04,Shawn Lewis,17722,20536
2025-01-14,Cameron Lewis,15185,18751
2025-01-11,Micah Kim,14347,15219
2025-01-24,Sage Foster,24234,32958
2025-01-04,Logan Hughes,14822,23240
2025-01-21,Elliot Adams,21822,29015
2025-01-02,Micah Lewis,16848,24757
2025-01-11,Payton Lewis,15129,21383
2025-01-28,Finley Hughes,20929,25457
2025-01-02,Elliot Adams,15098,23953
2025-01-15,Alex Lewis,16641,25077
2025-01-30,Casey Nguyen,21952,22681
2025-01-20,Reese Foster,14788,20692
2025-01-19,Kendall Johnson,18543,20437
2025-01-05,Cameron Hughes,14145,16435
2025-01-29,Avery Chen,16128,17054
2025-01-03,Parker Edwards,14582,18056
2025-01-24,Emerson Kim,15145,22013
2025-01-20,Bailey Hughes,12874,21700
2025-01-29,Bailey Edwards,22529,30479
2025-01-16,Shawn Kim,20158,28407
2025-01-01,Bailey Campbell,23181,30283
2025-01-08,Payton Ingram,22176,27970
2025-01-26,Rowan Edwards,15816,21907
2025-01-12,Jesse Foster,17908,25554
2025-01-14,Taylor Brooks,24917,26407
2025-01-26,Parker Garcia,15462,20522
2025-01-01,Emerson Foster,14778,16854
2025-01-02,Cameron Adams,16188,19188
2025-01-16,Emerson Ingram,20279,23508
2025-01-10,Elliot Lewis,18711,25116
2025-01-11,Bailey Adams,16928,22346
2025-01-25,Kendall Baker,15884,24049
2025-01-01,Cameron Hughes,17064,24283
2025-01-13,Elliot Campbell,24957,32302
2025-01-16,Kai Baker,,7254
2025-01-08,Payton Adams,15282,22005
2025-01-21,Kai Hughes,20972,28400
2025-01-08,Reese Edwards,15630,17983
2025-01-16,Quinn Edwards,16670,17810
2025-01-07,Elliot Ingram,13497,18668
2025-01-23,Sage Lewis,14464,16901
2025-01-16,Micah Adams,13942,17311
2025-01-17,Drew Ingram,18750,27734
2025-01-01,Bailey Edwards,13553,16571
2025-01-30,Parker Edwards,22231,28568
2025-01-23,Jesse Campbell,15432,24261
2025-01-24,Emerson Johnson,13451,18648
2025-01-06,Shawn Ingram,16435,20890
2025-01-31,Micah Kim,13854,17350
2025-01-17,Logan Garcia,14984,19218
2025-01-21,Riley Thompson,17798,24670
2025-01-31,Sage Baker,13368,19833
2025-01-14,Reese Foster,18227,25734
2025-01-26,Jesse Foster,14268,21100
2025-01-07,Micah Edwards,14723,23040
2025-01-26,Dakota Adams,16078,20315
2025-01-11,Rowan Garcia,22422,28811
2025-01-21,Payton Ingram,13903,17655
2025-01-13,Kai Campbell,14893,21009
2025-01-24,Rowan Ingram,17158,24957
2025-01-24,Drew Lewis,17233,24381
2025-01-30,Harper Lewis,16242,22814
2025-01-15,Hayden Garcia,16638,19548
2025-01-10,Cameron Garcia,16545,19859
2025-01-09,Payton Lewis,13237,21231
2025-01-20,Quinn Foster,13222,18611
2025-01-18,Bailey Edwards,12736,13856
2025-01-25,Drew Ingram,14473,17609
2025-01-26,Sam Foster,18624,24302
2025-01-03,Payton Adams,14722,20796
2025-01-05,Rowan Ingram,15052,20707
2025-01-05,Bailey Hughes,23793,30552
2025-01-21,Drew Ingram,15761,19340
2025-01-26,Quinn Garcia,21535,27079
2025-01-23,Jesse Diaz,25499,27424
2025-01-10,Micah Adams,24725,30901
2025-01-23,Kai Johnson,20595,23149
2025-01-27,Parker Edwards,17225,22318
2025-01-09,Cameron Lewis,14503,21120
2025-01-03,Micah Johnson,,6918
2025-01-15,Riley Thompson,22097,28264
2025-01-06,Alex Hughes,11259,16771
2025-01-27,Drew Diaz,15566,19941
2025-01-25,Hayden Foster,13515,18577
2025-01-20,Drew Lewis,25621,33150
2025-01-30,Jesse Foster,22753,31522
2025-01-13,Hayden Foster,14752,23360
2025-01-04,Drew Foster,14740,20623
2025-01-19,Bailey Adams,20719,28760
2025-01-28,Jesse Hughes,22350,27899
2025-01-11,Bailey Edwards,19798,20523
2025-01-13,Sage Foster,85024,
2025-01-01,Micah Lewis,12086,18980
2025-01-11,Alex Campbell,21871,26795
2025-01-18,Sam Garcia,14774,19200
2025-01-01,Parker Edwards,15077,20722
2025-01-30,Parker Garcia,15218,18118
2025-01-23,Quinn Foster,27022,35231
2025-01-31,Reese Adams,16080,17228
2025-01-30,Jesse Edwards,13881,21296
2025-01-13,Quinn Campbell,14956,17925
2025-01-16,Kai Baker,19696,25028
2025-01-03,Shawn Lewis,15449,22560
2025-01-08,Rowan Edwards,13532,16585
2025-01-05,Sam Diaz,18490,25117
2025-01-24,Cameron Garcia,78385,
2025-01-31,Parker Garcia,14809,22967
2025-01-26,Logan Hughes,23799,26300
2025-01-25,Skyler Campbell,16363,21022
2025-01-07,Rowan Ingram,21840,29686
2025-01-26,Rowan Ingram,16112,24212
2025-01-28,Hayden Adams,13404,19505
2025-01-17,Hayden Ingram,33398,40661
2025-01-13,Quinn Edwards,33063,34112
2025-01-13,Kendall Baker,15785,20993
2025-01-25,Quinn Garcia,17038,22080
2025-01-05,Skyler Baker,17702,24981
2025-01-10,Bailey Johnson,36161,38039
2025-01-15,Emerson Ingram,,4219
2025-01-11,Elliot Garcia,15904,19564
2025-01-22,Shawn Edwards,21233,28359
2025-01-25,Emerson Kim,12829,19919
2025-01-01,Cameron Baker,16294,21319
2025-01-20,Quinn Baker,14650,16420
2025-01-30,Jesse Diaz,16619,25433
2025-01-10,Quinn Lewis,16285,24653
2025-01-06,Reese Baker,29147,30136
2025-01-18,Alex Lewis,18812,27082
2025-01-13,Kai Hughes,24184,31398
2025-01-01,Skyler Campbell,15158,20219
2025-01-04,Shawn Kim,32717,37987
2025-01-08,Quinn Baker,13420,20251
2025-01-20,Payton Ingram,16880,19940
2025-01-27,Sage Foster,12720,21330
2025-01-29,Micah Lewis,14053,16164
2025-01-31,Skyler Baker,14380,17836
2025-01-02,Hayden Ingram,16258,24708
2025-01-21,Reese Foster,23951,32112
2025-01-18,Emerson Foster,16335,23041
2025-01-05,Cameron Lewis,18785,21570
2025-01-15,Reese Foster,17012,25930
2025-01-06,Sage Garcia,20065,26379
2025-01-18,Elliot Adams,12939,21917
2025-01-02,Cameron Ingram,14581,17684
2025-01-18,Taylor Brooks,24763,31161
2025-01-20,Quinn Edwards,13979,21519
2025-01-13,Logan Garcia,13985,20385
2025-01-20,Harper Lewis,13887,20311
2025-01-11,Alex Diaz,15629,19048
2025-01-29,Kai Baker,24610,25534
2025-01-26,Jamie Martinez,14220,21818
2025-01-26,Hayden Ingram,12603,19149
2025-01-22,Payton Ingram,13816,16743
2025-01-11,Reese Adams,25346,32981
2025-01-14,Micah Lewis,14831,17551
2025-01-10,Hayden Ingram,31610,38425
2025-01-07,Kendall Johnson,29924,36396
2025-01-16,Jamie Martinez,12401,18837
2025-01-11,Alex Campbell,13274,19979
2025-01-18,Kai Kim,21673,29168
2025-01-11,Jesse Kim,13343,16067
2025-01-13,Harper Garcia,23781,27078
2025-01-27,Kai Hughes,14017,19614
2025-01-05,Kendall Johnson,12329,13397
2025-01-07,Jesse Edwards,14099,19941
2025-01-03,Jesse Diaz,18799,25098
2025-01-10,Reese Baker,14953,21907
2025-01-24,Quinn Diaz,14666,16307
2025-01-05,Micah Lewis,25260,32220
2025-01-28,Casey Nguyen,19616,23087
